!CSV A.01.01
!Agilent Technologies,N5225A,MY51451353,A.10.00.00
!Agilent N5225A: A.10.00.00
!Date: Sunday, September 20, 2020 15:32:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S12(DB),S12(DEG)
500000000,-8.3594694,-123.0333
532500000,-10.223066,-116.67781
565000000,-6.7890062,-18.832527
597500000,0.4917869,46.01189
630000000,6.1377416,89.97554
662500000,9.6345568,127.82092
695000000,14.84924,-170.6946
727500000,18.006334,112.9631
760000000,18.105209,68.451477
792500000,17.81003,21.507223
825000000,17.294109,-71.145386
857500000,17.900028,-131.99435
890000000,17.99482,-140.12219
922500000,17.735872,161.89021
955000000,18.031202,124.15407
987500000,17.802813,96.304817
1020000000,17.818869,79.996262
1052500000,16.702599,73.98632
1085000000,17.54318,74.950096
1117500000,16.248158,76.848923
1150000000,17.459332,96.357643
1182500000,16.845146,93.966385
1215000000,17.376717,127.48263
1247500000,17.041325,139.27861
1280000000,16.756327,-163.23801
1312500000,16.701656,-136.36868
1345000000,15.918731,-84.328186
1377500000,16.203621,-46.125298
1410000000,13.523956,1.9224058
1442500000,16.417774,60.611515
1475000000,15.509336,103.94952
1507500000,16.225374,178.95135
1540000000,16.495012,-138.9682
1572500000,15.891325,-85.600517
1605000000,16.255793,-12.955687
1637500000,15.946775,46.038425
1670000000,14.486117,116.45296
1702500000,15.420485,-167.59053
1735000000,14.914629,-89.61261
1767500000,14.623044,-15.597547
1800000000,15.068833,67.898972
1832500000,14.87773,150.91338
1865000000,14.987925,-129.28996
1897500000,15.148165,-34.88501
1930000000,15.171472,49.786648
1962500000,15.244287,140.85561
1995000000,15.206939,-127.09205
2027500000,14.849933,-37.850197
2060000000,14.727221,59.170864
2092500000,14.45206,153.96233
2125000000,14.098434,-102.18928
2157500000,13.796041,-1.6867299
2190000000,14.477067,100.10912
2222500000,14.457263,-163.59012
2255000000,13.394719,-54.40543
2287500000,13.747213,58.315022
2320000000,14.339689,157.3101
2352500000,13.976084,-98.934296
2385000000,13.921301,15.147446
2417500000,13.977455,126.56657
2450000000,14.45878,-128.32751
2482500000,14.172174,-22.580935
2515000000,12.142398,96.239037
2547500000,12.528934,-141.35466
2580000000,13.215556,-26.482294
2612500000,12.874397,81.956482
2645000000,11.304205,-160.53452
2677500000,11.195809,-31.298662
2710000000,12.105683,92.076103
2742500000,12.79958,-151.33568
2775000000,12.278546,-36.998253
2807500000,11.611601,95.490593
2840000000,12.246105,-142.45685
2872500000,12.693716,-19.462652
2905000000,12.810595,97.644882
2937500000,11.051667,-141.24336
2970000000,10.098433,-1.5096653
3002500000,10.653316,128.7066
3035000000,11.257567,-98.681961
3067500000,11.274679,27.519308
3100000000,10.628739,160.37532
3132500000,11.193348,-64.953194
3165000000,11.681999,64.341484
3197500000,12.061553,-167.27345
3230000000,11.942989,-37.736309
3262500000,11.454848,93.260323
3295000000,10.2466,-132.63095
3327500000,9.7203455,6.4446731
3360000000,10.079011,148.30075
3392500000,10.624104,-79.439102
3425000000,10.545497,56.409325
3457500000,10.385378,-168.81902
3490000000,10.340841,-33.469749
3522500000,9.8089066,103.85549
3555000000,9.615303,-115.85861
3587500000,9.5723839,24.090939
3620000000,9.5986767,163.25188
3652500000,9.5294886,-59.664833
3685000000,9.1637526,78.447533
3717500000,8.7237692,-138.39868
3750000000,8.2586985,4.5024886
3782500000,8.2047224,150.80978
3815000000,8.6729364,-65.234123
3847500000,8.9223366,75.434174
3880000000,9.0882664,-144.42979
3912500000,8.3645191,-4.7041092
3945000000,6.9798007,142.75601
3977500000,6.7485876,-64.052628
4010000000,6.9361248,85.947334
4042500000,7.5771537,-127.38596
4075000000,7.8118353,15.388114
4107500000,7.733223,157.0892
4140000000,6.8870115,-60.796375
4172500000,5.8772426,89.639259
4205000000,5.3638477,-120.80215
4237500000,4.9094038,33.385277
4270000000,5.4981127,-173.23505
4302500000,5.7440133,-26.584826
4335000000,5.7268744,121.16066
4367500000,5.0899563,-90.584114
4400000000,4.5938654,67.348137
4432500000,5.1947761,-138.43573
4465000000,5.9270864,10.898315
4497500000,5.9296856,158.50218
4530000000,5.7536831,-50.68914
4562500000,5.6526961,98.924957
4595000000,4.7635875,-111.56894
4627500000,3.6257074,45.658623
4660000000,3.03566,-154.59206
4692500000,3.2240021,5.270834
4725000000,3.3509762,162.5565
4757500000,3.6975858,-40.847801
4790000000,4.0077229,113.45834
4822500000,4.0204964,-91.42952
4855000000,4.2785583,64.196777
4887500000,4.2612734,-142.79341
4920000000,3.7657492,11.95968
4952500000,3.0459027,172.96063
4985000000,3.3069522,-28.169035
5017500000,3.2287667,130.62131
5050000000,2.8249643,-70.708336
5082500000,2.9299972,88.079826
5115000000,2.51495,-110.15827
5147500000,2.6015296,50.041752
5180000000,2.6749086,-150.62733
5212500000,2.5144942,9.78549
5245000000,2.5092087,172.05168
5277500000,3.1083548,-27.151745
5310000000,3.4562583,127.97643
5342500000,2.6899645,-73.737206
5375000000,2.4770274,87.162193
5407500000,2.1664107,-107.58763
5440000000,2.4612556,53.631325
5472500000,2.7840145,-144.82597
5505000000,2.7910957,14.431425
5537500000,2.437993,175.96036
5570000000,2.5682976,-18.209023
5602500000,2.6663365,144.43756
5635000000,2.924377,-52.714565
5667500000,3.567981,110.70687
5700000000,4.2817588,-91.474266
5732500000,4.3509407,62.390488
5765000000,3.9074471,-139.52333
5797500000,3.0221155,21.804874
5830000000,2.0154188,-175.91342
5862500000,1.0100713,-6.7861767
5895000000,0.15138325,164.75656
5927500000,0.8222031,-24.514719
5960000000,1.4681779,145.2666
5992500000,2.630028,-54.453552
6025000000,3.334522,101.93382
6057500000,2.8681324,-99.934639
6090000000,2.5429289,61.598412
6122500000,2.1466107,-134.26898
6155000000,1.6938733,29.995148
6187500000,1.0979346,-164.40837
6220000000,0.64147574,2.1227901
6252500000,0.31127849,174.04404
6285000000,0.76363951,-21.333332
6317500000,0.77668387,143.52911
6350000000,0.24946092,-51.096504
6382500000,-0.10893427,115.19834
6415000000,-0.6883232,-74.952263
6447500000,-1.0498083,95.309944
6480000000,-0.92318261,-95.116425
6512500000,-0.76961553,73.274185
6545000000,-1.1517487,-118.89984
6577500000,-1.3385364,48.78524
6610000000,-1.8345075,-140.024
6642500000,-1.953657,30.944073
6675000000,-1.796416,-159.91753
6707500000,-2.0032358,10.423759
6740000000,-2.1719325,-178.99796
6772500000,-1.6654662,-8.8426666
6805000000,-1.4843818,159.08237
6837500000,-1.4464806,-34.024204
6870000000,-1.0851383,133.94559
6902500000,-1.1116527,-61.248112
6935000000,-1.4227438,105.45972
6967500000,-1.7956469,-86.224922
7000000000,-1.9013367,79.796021
END

