!CSV A.01.01
!Agilent Technologies,N5225A,MY51451353,A.10.00.00
!Agilent N5225A: A.10.00.00
!Date: Thursday, August 20, 2020 15:36:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S12(DB),S12(DEG)
500000000,-9.8575106,-100.90826
532500000,-18.195442,-97.703781
565000000,-25.680872,159.26703
597500000,-11.455101,172.44363
630000000,-5.1464429,-101.19726
662500000,-0.40990797,-70.338928
695000000,5.7193327,-30.219885
727500000,9.6703568,-70.328568
760000000,11.137574,-127.38708
792500000,11.459747,-151.58682
825000000,12.045648,116.2709
857500000,14.076581,66.622772
890000000,13.550877,23.577204
922500000,11.521522,-0.56760943
955000000,14.966934,-25.344475
987500000,15.129666,-63.745972
1020000000,16.294697,-72.986549
1052500000,13.673785,-75.293587
1085000000,16.342951,-91.512459
1117500000,13.551226,-86.442749
1150000000,16.539326,-79.473259
1182500000,13.49331,-87.600029
1215000000,16.802608,-43.529999
1247500000,16.810707,-44.183041
1280000000,15.984057,16.922573
1312500000,16.564289,37.454212
1345000000,15.93161,94.163849
1377500000,16.634956,127.47855
1410000000,13.12997,168.73631
1442500000,16.111792,-131.45488
1475000000,16.097101,-82.48246
1507500000,16.937462,-24.476063
1540000000,17.001545,14.449756
1572500000,16.463562,62.965553
1605000000,16.455359,143.97606
1637500000,16.549822,-159.93442
1670000000,15.676071,-88.293961
1702500000,16.258593,-16.801542
1735000000,16.42853,54.39613
1767500000,15.808496,122.97552
1800000000,16.037514,-151.74031
1832500000,16.293427,-73.496391
1865000000,15.993753,0.83569044
1897500000,15.937783,99.13121
1930000000,16.269562,175.36472
1962500000,16.001196,-99.149681
1995000000,15.763492,2.2783179
2027500000,16.015873,87.800499
2060000000,15.815353,178.86456
2092500000,15.246562,-81.083298
2125000000,15.437911,20.316912
2157500000,15.458437,114.96625
2190000000,15.29177,-143.87148
2222500000,15.105886,-44.360664
2255000000,15.097711,60.749184
2287500000,15.126257,166.95464
2320000000,15.202269,-90.372635
2352500000,15.079513,7.6540604
2385000000,14.997371,120.87605
2417500000,14.895131,-130.51869
2450000000,14.734948,-22.404076
2482500000,14.131398,88.833527
2515000000,13.343279,-151.31323
2547500000,13.619649,-35.512798
2580000000,13.594393,78.264824
2612500000,13.223095,-171.40773
2645000000,11.298881,-45.171219
2677500000,12.644313,76.332283
2710000000,13.158368,-164.09715
2742500000,13.650126,-50.138172
2775000000,13.462152,65.619301
2807500000,13.007943,-168.75682
2840000000,13.515614,-47.233974
2872500000,13.590778,70.058525
2905000000,13.049984,-167.85823
2937500000,12.453526,-42.398857
2970000000,11.853731,89.375488
3002500000,11.505073,-143.22731
3035000000,11.550635,-12.277571
3067500000,11.439127,116.8307
3100000000,11.397425,-114.43195
3132500000,11.196391,18.406937
3165000000,11.370105,152.55122
3197500000,12.048446,-77.607048
3230000000,12.182178,48.402328
3262500000,11.883034,178.70238
3295000000,11.037936,-50.734684
3327500000,10.224685,88.185478
3360000000,10.350311,-132.01935
3392500000,10.418927,1.9173261
3425000000,10.807682,137.19754
3457500000,10.548941,-90.173637
3490000000,10.421725,43.932144
3522500000,9.7944841,179.96016
3555000000,9.5055962,-38.914913
3587500000,9.7669964,99.244743
3620000000,9.8289108,-124.48133
3652500000,9.5232096,11.388405
3685000000,8.9371977,151.69125
3717500000,8.665226,-66.838135
3750000000,8.3256083,75.385506
3782500000,8.2323036,-140.82286
3815000000,8.5248013,1.7274163
3847500000,8.5656805,142.03883
3880000000,8.7208614,-78.624931
3912500000,8.1162529,59.018185
3945000000,6.4803939,-153.98062
3977500000,6.4034433,-1.6599032
4010000000,6.8033557,144.96556
4042500000,7.0319953,-72.81852
4075000000,6.8374538,69.609886
4107500000,6.4395308,-146.9045
4140000000,5.310071,-4.1385865
4172500000,4.1739664,149.69669
4205000000,4.1272411,-57.600979
4237500000,4.3730936,90.96167
4270000000,4.2633338,-118.22292
4302500000,4.6013799,28.438757
4335000000,4.5046692,176.33888
4367500000,4.1959572,-36.732292
4400000000,3.1260147,115.33372
4432500000,3.4514277,-88.579605
4465000000,3.7536964,61.085968
4497500000,3.8103225,-147.87094
4530000000,3.778229,0.40196308
4562500000,3.2500989,150.82397
4595000000,2.4350138,-56.899784
4627500000,1.6805695,99.565727
4660000000,1.1548324,-101.70683
4692500000,1.2596658,56.874573
4725000000,1.3827542,-145.23093
4757500000,1.8421711,11.732844
4790000000,2.1619992,166.55028
4822500000,2.6211596,-38.496513
4855000000,2.7287791,113.11033
4887500000,2.4279673,-93.956993
4920000000,1.9708542,61.659069
4952500000,1.3695345,-138.36412
4985000000,1.4192677,19.662903
5017500000,1.2797395,177.99693
5050000000,0.86790842,-20.98045
5082500000,1.5604582,138.57719
5115000000,1.5828133,-64.017052
5147500000,1.4421725,94.857887
5180000000,1.6884991,-106.68763
5212500000,1.548843,51.655731
5245000000,1.6157019,-146.32539
5277500000,2.4106007,11.095098
5310000000,2.5746772,165.74109
5342500000,2.0999804,-36.996716
5375000000,1.9065099,121.64701
5407500000,1.6201707,-74.832405
5440000000,1.9928169,84.970757
5472500000,2.4447048,-116.49102
5505000000,2.2658298,41.311531
5537500000,1.8896728,-158.51183
5570000000,1.9675267,5.5866847
5602500000,2.1327651,167.40689
5635000000,2.5106463,-34.143974
5667500000,2.7635067,126.46087
5700000000,2.776541,-75.932411
5732500000,2.5283813,81.297707
5765000000,1.8308887,-119.6253
5797500000,0.77018392,42.756123
5830000000,-0.2219477,-152.94247
5862500000,-0.67579049,18.062038
5895000000,-0.82059431,-174.22501
5927500000,-0.13527395,-10.228125
5960000000,-0.045068931,155.23001
5992500000,0.58242643,-44.799538
6025000000,0.57868457,113.8493
6057500000,-0.021874506,-83.784904
6090000000,-0.060824297,77.835777
6122500000,-0.28654703,-119.43759
6155000000,-0.55738854,43.015617
6187500000,-1.2344037,-155.56291
6220000000,-2.0597506,8.5507441
