!CSV A.01.01
!Agilent Technologies,N5225A,MY51451353,A.10.00.00
!Agilent N5225A: A.10.00.00
!Date: Thursday, August 20, 2020 15:37:05
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S12(DB),S12(DEG)
500000000,-9.9165821,-115.69012
532500000,-17.510117,-120.38792
565000000,-32.076321,113.41026
597500000,-9.9895,145.40901
630000000,-4.0741324,-126.34592
662500000,-0.24550472,-89.016304
695000000,5.1915874,-49.879021
727500000,10.1925,-94.293358
760000000,12.293503,-158.44753
792500000,10.888261,178.56337
825000000,10.597904,99.42366
857500000,13.050645,44.541195
890000000,12.750498,12.156086
922500000,14.867784,-14.401277
955000000,15.949681,-56.100666
987500000,16.947546,-99.961349
1020000000,16.856461,-123.8223
1052500000,14.716372,-132.88057
1085000000,15.851479,-153.18861
1117500000,10.192733,-120.05429
1150000000,14.963415,-130.73212
1182500000,9.7620592,-158.74112
1215000000,14.318405,-73.584793
1247500000,15.902759,-77.421944
1280000000,13.557755,-30.60034
1312500000,13.87829,-2.0783901
1345000000,13.667137,57.992126
1377500000,14.513266,97.783432
1410000000,10.714009,137.89584
1442500000,15.239961,-157.73419
1475000000,16.007036,-124.36185
1507500000,16.735914,-72.748589
1540000000,16.883274,-34.193638
1572500000,16.515919,6.7211533
1605000000,15.982718,79.060196
1637500000,15.706166,132.88516
1670000000,12.47522,-156.2981
1702500000,15.051984,-80.580009
1735000000,15.082536,-20.084778
1767500000,13.757112,43.861042
1800000000,13.272061,128.47383
1832500000,12.57118,-160.76472
1865000000,9.7368355,-77.424736
1897500000,11.605437,21.218443
1930000000,13.159688,95.044655
1962500000,12.182598,166.15799
1995000000,8.8998585,-105.65472
2027500000,6.8574114,-17.757662
2060000000,3.5023875,82.356781
2092500000,3.1646216,-171.19716
2125000000,5.3612876,-84.51165
2157500000,2.4387503,-7.5579152
2190000000,0.19714202,89.00351
2222500000,-2.9077375,172.29851
2255000000,-9.8536386,-65.563194
2287500000,-13.503053,37.615524
2320000000,-19.466248,12.18795
2352500000,-14.188139,-14.910764
2385000000,-9.8012581,-90.443962
2417500000,-4.0513954,-16.715492
2450000000,-1.018133,78.193985
2482500000,1.2035587,179.07799
2515000000,2.6051195,-80.133568
2547500000,2.9755414,17.354288
2580000000,1.6993376,128.99017
2612500000,1.768989,-113.99444
2645000000,0.86898315,14.213951
2677500000,4.3098202,132.6552
2710000000,5.955863,-111.2173
2742500000,7.8787794,-2.5136869
2775000000,8.0285234,109.3283
2807500000,8.3009577,-131.7717
2840000000,8.8155718,-16.700788
2872500000,9.0845327,100.38593
2905000000,8.6091261,-140.50174
2937500000,8.3632975,-17.115236
2970000000,8.7025061,109.44912
3002500000,8.9949045,-132.97194
3035000000,8.3971481,-14.133554
3067500000,6.9288297,112.81144
3100000000,6.4148116,-114.84612
3132500000,6.0126019,20.740377
3165000000,6.6123095,155.26006
3197500000,7.4316869,-73.483566
3230000000,8.0283985,54.740921
3262500000,8.0957899,-177.81949
3295000000,7.3772798,-49.01548
3327500000,7.147716,88.737946
3360000000,7.9997387,-138.5826
3392500000,8.1187344,-11.771844
3425000000,8.1839275,117.77492
3457500000,7.654747,-114.02387
3490000000,7.2092881,14.667743
3522500000,5.5256257,147.92773
3555000000,4.4356465,-70.470306
3587500000,4.3970771,70.996025
3620000000,4.5135479,-151.17537
3652500000,4.2888508,-11.888289
3685000000,4.2094688,124.10409
